Id,Station,Address,Latitude,Longitude
340,Bournemouth,"Bournemouth, UK",50.719164,-1.880769
341,Bournville,"Bournville, Birmingham, West Midlands B30, UK",52.42372,-1.932732
342,Bow Brickhill,"Bow Brickhill, Milton Keynes MK17, UK",52.005118,-0.682991
343,Bow Church,"Bow Church, London E3, UK",51.52786,-0.02091
344,Bowes Park,"Bowes Park, London N11, UK",51.6070129,-0.1205567
345,Bowling,"Bowling, Glasgow, West Dunbartonshire G60, UK",55.9310715,-4.4938257
346,Bow Road,"Bow Road, London E3, UK",51.52694,-0.0251
347,Boxhill & Westhumble,"Boxhill & Westhumble, Dorking, Surrey RH5, UK",51.2540078,-0.3284669
348,Bracknell,"Bracknell, Bracknell Forest, UK",51.41604,-0.75398
349,Bradford Forster Square,"Bradford Forster Square, Bradford, West Yorkshire BD1, UK",53.7969376,-1.752965
350,Bradford Interchange,"Bradford Interchange, Bradford, West Yorkshire BD1, UK",53.7910885,-1.749599
351,Bradford-On-Avon,"Bradford-on-Avon, Wiltshire, UK",51.345178,-2.2525019
352,Brading,"Brading, Isle of Wight, UK",50.679825,-1.1445399
353,Bradley Lane,"Bradley Lane, Stafford, Staffordshire ST18 9DN, UK",52.7695133,-2.1843647
354,Braintree,"Braintree, Essex, UK",51.880087,0.5509269
355,Braintree Freeport,"Braintree Freeport, Braintree, Essex CM77, UK",51.869424,0.5684633
356,Bramhall,"Bramhall, UK",53.367647,-2.164072
357,Bramley (Hampshire),"Bramley, Hampshire, UK",51.3295419,-1.061968
358,Bramley (West Yorkshire),"Bramley, West Yorkshire, UK",53.8124,-1.6285
359,Brampton (Suffolk),"Brampton, Suffolk NR34, UK",52.382748,1.580316
360,Branchton,"Branchton, Greenock, Inverclyde PA16, UK",55.9405881,-4.803528
361,Brandon,"Brandon, Suffolk, UK",52.446542,0.622533
362,Branksome,"Branksome, Poole BH12, UK",50.727052,-1.921498
363,Braystones,"Braystones, Cumbria CA21, UK",54.440601,-3.53257
364,Bredbury,"Bredbury, UK",53.423581,-2.113764
365,Breich,"Breich, West Lothian EH55, UK",55.830791,-3.654511
366,Brent Cross,"Brent Cross, London, UK",51.5763589,-0.2236956
367,Brentford,"Brentford, Greater London, UK",51.486073,-0.3101169
368,Brentwood,"Brentwood, Essex, UK",51.620475,0.3071749
369,Bricket Wood,"Bricket Wood, Hertfordshire AL2, UK",51.705064,-0.362443
370,Bridgend,"Bridgend, UK",51.504286,-3.576945
371,Bridge Of Allan,"Bridge of Allan, Stirling, UK",56.153149,-3.942208
372,Bridge Of Orchy,"Bridge of Orchy, Argyll and Bute PA36, UK",56.514058,-4.766082
373,Bridge Street,"Bridge Street, Suffolk CO10, UK",52.110266,0.7387049
374,Bridgeton,"Bridgeton, NJ, USA",39.427337,-75.2340768
375,Bridgwater,"Bridgwater, Somerset, UK",51.127889,-3.003632
376,Bridlington,"Bridlington, East Riding of Yorkshire, UK",54.08535,-0.198802
377,Brierfield,"Brierfield, Lancashire, UK",53.821604,-2.2367309
378,Brigg,"Brigg, North Lincolnshire DN20, UK",53.55185,-0.491887
379,Brighton,"Brighton, The City of Brighton and Hove, UK",50.82253,-0.137163
380,Brimsdown,"Brimsdown, Enfield, Greater London EN3, UK",51.652766,-0.028045
381,Brinnington,"Brinnington, Stockport SK5, UK",53.430794,-2.131775
382,Bristol Parkway,"Parkway, Stoke Gifford, Bristol, South Gloucestershire BS34 8RG, UK",51.5170174,-2.5314839
383,Bristol Temple Meads,"Bristol Temple Meads, Redcliffe, Bristol, City of Bristol BS1, UK",51.4491405,-2.5813169
384,Brithdir,"Brithdir, Gwynedd LL40, UK",52.754706,-3.826644
385,British Steel Redcar,"Redcar British Steel, Redcar, Redcar and Cleveland TS10, UK",54.6099003,-1.1126757
386,Briton Ferry,"Briton Ferry, Neath Port Talbot, UK",51.632119,-3.824315
387,Brixton,"Brixton, London Borough of Lambeth, London SW2, UK",51.4588318,-0.10972
388,Brixton (Underground),"Brixton, London Borough of Lambeth, London SW2, UK",51.4588318,-0.10972
389,Broad Green,"Broad Green, Liverpool, Merseyside L14, UK",53.4065176,-2.8934836
390,Broadstairs,"Broadstairs, Kent, UK",51.360163,1.432038
391,Brockenhurst,"Brockenhurst, Hampshire, UK",50.818863,-1.575726
392,Brockholes,"Brockholes, West Yorkshire HD9, UK",53.595447,-1.771484
393,Brockley,"Brockley, London SE4, UK",51.4636064,-0.0360918
394,Brockley Whins,"Brockley Whins, Jarrow, Tyne and Wear NE35, UK",54.9595503,-1.4613665
395,Brockley Whins,"Brockley Whins, Jarrow, Tyne and Wear NE35, UK",54.9595503,-1.4613665
396,Brockley Whins (Metro),"Brockley Whins, Jarrow, Tyne and Wear NE35, UK",54.9595503,-1.4613665
397,Bromborough,"Bromborough, Birkenhead, Merseyside CH62, UK",53.334817,-2.977993
398,Bromborough Rake,"Bromborough Rake, Birkenhead, Merseyside CH62, UK",53.3299209,-2.9894687
399,Bromley By Bow,"Bromley By Bow, London E3, UK",51.522444,-0.008645
400,Bromley Cross,"Bromley Cross, UK",53.6171369,-2.4231836
401,Bromley North,"Bromley North, Bromley, Greater London BR1, UK",51.4083256,0.0170186
402,Bromley South,"Bromley South, Bromley, Greater London BR1, UK",51.3999742,0.0173698
403,Bromsgrove,"Bromsgrove, Worcestershire, UK",52.335589,-2.061906
404,Brondesbury,"Brondesbury, London NW6, UK",51.5451662,-0.2022837
405,Brondesbury Park,"Brondesbury Park, London NW6, UK",51.5407552,-0.2102101
406,Brookman's Park,"Brookmans Park, Hertfordshire, UK",51.71817,-0.199498
407,Brookwood,"Brookwood, Surrey, UK",51.305319,-0.639228
408,Broome,"Broome WA 6725, Australia",-17.9512214,122.2443272
409,Broomfleet,"Broomfleet, East Riding of Yorkshire HU15, UK",53.732222,-0.667255
410,Brora,"Brora, Highland, UK",58.012157,-3.852548
411,Brough,"Brough, East Riding of Yorkshire HU15, UK",53.729988,-0.573215
412,Broughty Ferry,"Broughty Ferry, Dundee City, UK",56.4742525,-2.8665281
413,Broxbourne,"Broxbourne, Hertfordshire, UK",51.743473,-0.021151
414,Bruce Grove,"Bruce Grove, London N17, UK",51.5939593,-0.0698419
415,Brundall,"Brundall, Norfolk, UK",52.624025,1.436542
416,Brundall Gardens,"Brundall Gardens, Norwich, Norfolk NR13, UK",52.6234668,1.4184397
417,Brunstane,"Brunstane, Edinburgh, City of Edinburgh EH15, UK",55.9425046,-3.1009896
418,Brunswick,"Brunswick VIC 3056, Australia",-37.767872,144.961929
419,Bruton,"Bruton, Somerset, UK",51.113338,-2.452895
420,Bryn,"Bryn, Ashton-in-Makerfield WN4, UK",53.501327,-2.651387
421,Buchanan Street,"Buchanan Street, Glasgow, Glasgow City G1, UK",55.8611643,-4.2538586
422,Buckenham,"Buckenham, Norfolk NR13, UK",52.600822,1.480106
423,Buckhurst Hill,"Buckhurst Hill, Essex, UK",51.627572,0.034513
424,Buckley,"Buckley, Flintshire, UK",53.17005,-3.0814879
425,Bucknell,"Bucknell, Shropshire SY7, UK",52.359723,-2.949593
426,Buckshaw Parkway,"Buckshaw Parkway, Euxton, Lancashire PR7, UK",53.6728414,-2.6644665
427,Bugle,"Bugle, Cornwall PL26, UK",50.396493,-4.79517
428,Builth Road,"Builth Road, Builth Wells, Powys LD2, UK",52.1693301,-3.4270407
429,Bulwell,"Bulwell, Nottingham NG6, UK",53.002511,-1.201322
430,Bures,"Bures, Suffolk CO8, UK",51.973881,0.777277
431,Burgess Hill,"Burgess Hill, West Sussex, UK",50.954469,-0.128701
432,Burley-In-Wharfedale,"Burley in Wharfedale, West Yorkshire, UK",53.913176,-1.748235
433,Burley Park,"Burley Park, Burley, Leeds, West Yorkshire LS4, UK",53.8120446,-1.5777713
434,Burnage,"Burnage, Manchester M19, UK",53.42816,-2.202588
435,Burneside,"Burneside, Cumbria, UK",54.35559,-2.762856
436,Burnham,"Burnham-on-Sea, Somerset, UK",51.240139,-2.993858
437,Burnham-On-Crouch,"Burnham-on-Crouch, Essex, UK",51.628347,0.814539
438,Burnley Barracks,"Burnley Barracks, Burnley, Lancashire BB12, UK",53.7908907,-2.2580862
439,Burnley Central,"Burnley Central, Burnley, Lancashire BB11, UK",53.7935247,-2.2449717
440,Burnley Manchester Road,"Burnley Manchester Road, Burnley, Lancashire BB11, UK",53.7849781,-2.2488676
441,Burnside,"Burnside, Newtownabbey BT39, UK",54.76169,-6.04937
442,Burntisland,"Burntisland, Fife, UK",56.058809,-3.233915
443,Burnt Oak,"Burnt Oak, Edgware, Greater London HA8, UK",51.605694,-0.261644
444,Burscough Bridge,"Burscough Bridge, Burscough, Lancashire L40, UK",53.6052706,-2.840879
445,Burscough Junction,"Burscough Junction, Burscough, Lancashire L40, UK",53.5975335,-2.8406043
446,Bursledon,"Bursledon, Hampshire SO31, UK",50.884634,-1.311695
447,Burton Joyce,"Burton Joyce, Nottinghamshire, UK",52.986554,-1.037903
448,Burton-On-Trent,"Burton upon Trent, Staffordshire, UK",52.8140281,-1.6371359
449,Busby,"Busby, Clarkston, East Renfrewshire G76, UK",55.7802726,-4.2770779
450,Bushey,"Bushey, Hertfordshire, UK",51.647615,-0.35842
451,Bush Hill Park,"Bush Hill Park, Enfield, Greater London EN1, UK",51.644861,-0.072226
452,Butlers Lane,"Butlers Lane, Sutton Coldfield, West Midlands B74, UK",52.5924839,-1.8380131
453,Buxted,"Buxted, East Sussex TN22, UK",50.989429,0.132351
454,Buxton,"Buxton, Derbyshire SK17, UK",53.259082,-1.91483
455,Byfleet & New Haw,"Byfleet & New Haw, Addlestone, Surrey KT15, UK",51.3497934,-0.4813697
456,Bynea,"Bynea, Carmarthenshire SA14, UK",51.6744541,-4.0944819
457,Cadoxton,"Cadoxton, Neath Port Talbot SA10, UK",51.673094,-3.799281
458,Caergwrle,"Caergwrle, Flintshire LL12, UK",53.110854,-3.042487
459,Caerphilly,"Caerphilly, UK",51.578829,-3.218134
460,Caersws,"Caersws, Powys SY17, UK",52.5163888,-3.4287484
461,Caldercruix,"Caldercruix, North Lanarkshire ML6, UK",55.888936,-3.889985
462,Caldicot,"Caldicot, Monmouthshire NP26, UK",51.591518,-2.750868
463,Caledonian Road,"Caledonian Road, London, UK",51.5434163,-0.1174761
464,Caledonian Road & Barnsbury,"Caledonian Rd & Barnsbury, London N1, UK",51.5430414,-0.1167031
465,Calstock,"Calstock, Cornwall, UK",50.497003,-4.202055
466,Camberley,"Camberley, Surrey, UK",51.3353899,-0.742856
467,Camborne,"Camborne, Cornwall, UK",50.21277,-5.2947749
468,Cambridge,"Cambridge, UK",52.205337,0.121817
469,Cambridge Heath,"Cambridge Heath, London E2, UK",51.5319722,-0.0572519
470,Cambuslang,"Cambuslang, South Lanarkshire, UK",55.820982,-4.164891
471,Camden Road,"Camden Road, London NW1, UK",51.5418829,-0.1392201
472,Camden Town,"Camden Town, London NW1, UK",51.5390111,-0.1425553
473,Cam & Dursley,"Cam & Dursley, Dursley, Gloucestershire GL11, UK",51.7176209,-2.3590815
474,Camelon,"Camelon, Falkirk, UK",56.005278,-3.828352
475,Canada Water,"Canada Water, London SE16, UK",51.4979894,-0.0496934
476,Canley,"Canley, Coventry, West Midlands CV4, UK",52.387505,-1.5469
477,Canning Town,"Canning, Buenos Aires Province, Argentina",-34.8844956,-58.5127172
478,Canning Town (DLR),"Canning, Buenos Aires Province, Argentina",-34.8844956,-58.5127172
479,Canning Town (Underground),"Canning, Buenos Aires Province, Argentina",-34.8844956,-58.5127172
480,Cannock,"Cannock, Staffordshire, UK",52.6999408,-2.0218293
481,Cannon Street,"Cannon Street, London EC4N, UK",51.5116973,-0.0907736
482,Cannon Street (Underground),"Mansion House Underground Station, Cannon Street, London EC4N 6JD, UK",51.5120916,-0.0941976
483,Canonbury,"Canonbury, London N1, UK",51.543465,-0.094442
484,Canons Park,"Canons Park, Stanmore, Greater London HA8, UK",51.608215,-0.292154
485,Canterbury East,"Canterbury, Kent, UK",51.280233,1.0789089
486,Canterbury West,"Canterbury, Kent, UK",51.280233,1.0789089
487,Cantley,"Cantley, QC, Canada",45.5661759,-75.782459
488,Capenhurst,"Capenhurst, Cheshire West and Chester CH1, UK",53.258853,-2.950599
489,Carbis Bay,"Carbis Bay, Cornwall TR26, UK",50.193619,-5.465142
490,Cardenden,"Cardenden, Fife KY5, UK",56.145247,-3.2558919
491,Cardiff Bay,"Cardiff Bay, United Kingdom",51.453877,-3.1693551
492,Cardiff Central,"Cardiff Central, Cardiff CF10, UK",51.4760242,-3.1793103
493,Cardonald,"Cardonald, Glasgow, Glasgow City G52, UK",55.847604,-4.357405
494,Cardross,"Cardross, Argyll and Bute, UK",55.963506,-4.655255
495,Carfin,"Carfin, North Lanarkshire ML1, UK",55.8039736,-3.961203
496,Cark & Cartmel,"Cark & Cartmel, Flookburgh, Cumbria LA11, UK",54.1779629,-2.9740634
497,Carlisle,"Carlisle, Cumbria, UK",54.892473,-2.932931
498,Carlton,"Carlton, Nottinghamshire, UK",52.966631,-1.083383
499,Carluke,"Carluke, South Lanarkshire ML8, UK",55.735435,-3.836552
500,Carmarthen,"Carmarthen, UK",51.85762,-4.312131
501,Carmyle,"Carmyle, Glasgow, Glasgow City G32, UK",55.831511,-4.15634
502,Carnforth,"Carnforth, Lancashire, UK",54.127363,-2.768112
503,Carntyne,"Carntyne, Glasgow, Glasgow City G32, UK",55.860841,-4.197978
504,Carpenders Park,"Carpenders park, Watford, Hertfordshire WD19, UK",51.6278779,-0.3855836
505,Carrbridge,"Carrbridge, Highland PH23, UK",57.284541,-3.808707
506,Carshalton,"Carshalton, Greater London, UK",51.365018,-0.164921
507,Carshalton Beeches,"Carshalton Beeches, Carshalton, Greater London SM5, UK",51.348874,-0.174087
508,Carstairs,"Carstairs, South Lanarkshire ML11, UK",55.696915,-3.69047
509,Cartsdyke,"Cartsdyke, Greenock, Inverclyde PA15, UK",55.9422052,-4.7315709
510,Castle Bar Park,"Castle Bar Park, London W7, UK",51.5229297,-0.3315264
511,Castle Cary,"Castle Cary, Somerset, UK",51.088689,-2.5131009
512,Castleford,"Castleford, West Yorkshire, UK",53.723466,-1.345968
513,Castleton,"Castleton, Derbyshire S33, UK",53.344,-1.775
514,Castleton Moor,"Castleton Moor, North York Moors National Park, Whitby, North Yorkshire YO21, UK",54.4672901,-0.9466612
515,Caterham,"Caterham, Surrey, UK",51.280296,-0.0816159
516,Catford,"Catford, London SE6, UK",51.4446414,-0.0201064
517,Catford Bridge,"Catford Bridge, London SE6, UK",51.4447387,-0.0247653
518,Cathays,"Cathays, Cardiff CF24, UK",51.494501,-3.178275
519,Cathcart,"Cathcart, Glasgow, Glasgow City G44, UK",55.815435,-4.253987
520,Cattal,"Cattal, North Yorkshire YO26, UK",53.982014,-1.316135
521,Causeland,"Causeland, Liskeard, Cornwall PL14, UK",50.4056755,-4.4664834
522,Cefn-Y-Bedd,"Cefn-y-bedd, Flintshire LL12, UK",53.100248,-3.033292
523,Cessnock,"Cessnock NSW 2325, Australia",-32.8345782,151.3564619
524,Chadwell Heath,"Chadwell Heath, Dagenham, Greater London RM6, UK",51.571494,0.137373
525,Chafford Hundred,"Chafford Hundred, Thurrock, UK",51.489548,0.3108
526,Chalfont And Latimer,"Latimer, Buckinghamshire HP5, UK",51.680907,-0.54926
527,Chalfont & Latimer,"Chalfont & Latimer, Little Chalfont, Buckinghamshire HP6, UK",51.6681108,-0.5605041
528,Chalk Farm,"Chalk Farm, London NW3, UK",51.54412,-0.15336
529,Chalkwell,"Chalkwell, Westcliff-on-Sea, Southend-on-Sea SS0, UK",51.5387211,0.6706214
530,Chancery Lane,"Chancery Lane, London, UK",51.5161088,-0.1119818
531,Chandlers Ford,"Chandler's Ford, Hampshire, UK",50.983953,-1.379259
532,Chapel-En-Le-Frith,"Chapel-en-le-Frith, Derbyshire SK23, UK",53.325695,-1.909472
533,Chapelton,"Chapelton, South Lanarkshire ML10, UK",55.712146,-4.096832
534,Chapeltown,"Chapeltown, South Yorkshire, UK",53.459821,-1.4658469
535,Chappel & Wakes Colne,"Chappel & Wakes Colne, Colchester, Essex CO6, UK",51.9259157,0.7585307
536,Charing,"Charing, Kent, UK",51.211095,0.794606
537,Charing Cross,"Charing Cross, London SW1A, UK",51.5073,-0.12755
538,Charing Cross (Glasgow),"Charing Cross (Glasgow), Glasgow, Glasgow City G2, UK",55.8646753,-4.2698054
539,Charing Cross (Underground),"Charing Cross Underground Shopping, London WC2N 4HZ, UK",51.5091149,-0.1254347
540,Charlbury,"Charlbury, Oxfordshire, UK",51.8745,-1.479752
541,Charlton,"Charlton VIC 3525, Australia",-36.2692924,143.3510041
542,Chartham,"Chartham, Kent CT4, UK",51.254943,1.020534
543,Chassen Road,"Chassen Road, Urmston M41, UK",53.4461737,-2.368232
544,Chatelherault,"Chatelherault, Hamilton, South Lanarkshire ML3, UK",55.765214,-4.0046652
545,Chatham,"Chatham, Medway, UK",51.380952,0.52213
546,Chathill,"Chathill, Northumberland NE67, UK",55.533635,-1.707851
547,Cheadle Hulme,"Cheadle Hulme, UK",53.380149,-2.193189
548,Cheddington,"Cheddington, Buckinghamshire, UK",51.8478747,-0.6643975
549,Chelford,"Chelford, Cheshire East, UK",53.2706609,-2.2810579
550,Chelmsford,"Chelmsford, Essex, UK",51.7355868,0.4685497
551,Chelsfield,"Chelsfield, Greater London BR6, UK",51.358097,0.1278169
552,Cheltenham Spa,"Cheltenham Spa, Cheltenham, Gloucestershire GL51, UK",51.8974029,-2.0996133
553,Chepstow,"Chepstow, Monmouthshire NP16, UK",51.641856,-2.673804
554,Cherry Tree,"Cherry Tree, Blackburn, Blackburn with Darwen BB2, UK",53.731021,-2.52689
555,Chertsey,"Chertsey, Surrey, UK",51.386491,-0.509456
556,Chesham,"Chesham, Buckinghamshire HP5, UK",51.709401,-0.612333
557,Cheshunt,"Cheshunt, Hertfordshire, UK",51.699888,-0.028486
558,Chessington North,"Chessington North, Chessington, Greater London KT9, UK",51.3640377,-0.3006756
559,Chessington South,"Chessington South, Chessington, Greater London KT9, UK",51.3565468,-0.3081338
560,Chester,"Chester, Cheshire West and Chester, UK",53.193392,-2.893075
561,Chesterfield,"Chesterfield, Derbyshire, UK",53.235048,-1.421629
562,Chester-Le-Street,"Chester-le-Street, County Durham DH3, UK",54.859463,-1.570672
563,Chester Road,"Chester Road, Sutton Coldfield, West Midlands B73, UK",52.5356593,-1.832472
564,Chestfield & Swalecliffe,"Chestfield & Swalecliffe, Whitstable, Kent CT5, UK",51.3602435,1.0669612
565,Chetnole,"Chetnole, Dorset DT9, UK",50.873036,-2.567718
566,Chichester,"Chichester, West Sussex, UK",50.83761,-0.774936
567,Chigwell,"Chigwell, Essex, UK",51.626281,0.080647
568,Chilham,"Chilham, Kent CT4, UK",51.24363,0.967426
569,Chilworth,"Chilworth, Surrey, UK",51.214386,-0.533594
570,Chingford,"Chingford, London E4, UK",51.6311279,0.001313
571,Chinley,"Chinley, Derbyshire SK23, UK",53.3382689,-1.939154
572,Chippenham,"Chippenham, Wiltshire, UK",51.458058,-2.1160739
573,Chipstead,"Chipstead, Surrey, UK",51.315365,-0.164942
574,Chirk,"Chirk, Wrexham LL14, UK",52.9322792,-3.0567818
575,Chislehurst,"Chislehurst, Greater London, UK",51.412626,0.077487
576,Chiswick,"Chiswick, London W4, UK",51.4924186,-0.2609205
577,Chiswick Park,"Chiswick Park, London W4, UK",51.49463,-0.26795
578,Cholsey,"Cholsey, Oxfordshire OX10, UK",51.5759029,-1.154471
579,Chorley,"Chorley, Lancashire, UK",53.653511,-2.632596
580,Chorleywood,"Chorleywood, Hertfordshire, UK",51.655632,-0.5161829
581,Christchurch,"Christchurch, Dorset, UK",50.735777,-1.778586
582,Christ's Hospital,"Christs Hospital, West Sussex RH13, UK",51.0461792,-0.3623769
583,Church Fenton,"Church Fenton, North Yorkshire LS24, UK",53.825096,-1.221017
584,Church & Oswaldtwistle,"Church & Oswaldtwistle, Church, Lancashire BB5, UK",53.750534,-2.3912112
585,Church Street,"Church Street, Warsop, Nottinghamshire NG20 0AR, UK",53.2060842,-1.1530174
586,Church Stretton,"Church Stretton, Shropshire SY6, UK",52.540698,-2.803484
587,Cilmeri,"Cilmeri, Builth Wells, Powys LD2, UK",52.1505373,-3.4565494
588,City Thameslink,"City Thameslink, London EC4M, UK",51.5139361,-0.1035638
589,Clacton,"Clacton-on-Sea, Essex, UK",51.789534,1.153035
590,Clandon,"Clandon, West Clandon, Surrey GU4, UK",51.2640009,-0.5027438
591,Clapham Common,"Clapham Common, London SW4, UK",51.46174,-0.13829
592,Clapham High Street,"High Street, Clapham, Bedford MK41, UK",52.161188,-0.4967922
593,Clapham Junction,"Clapham Junction, London SW11, UK",51.4649566,-0.1705241
594,Clapham North,"Clapham, London SW4, UK",51.46231,-0.13857
595,Clapham (North Yorkshire),"Clapham, North Yorkshire LA2, UK",54.117739,-2.392541
596,Clapham South,"Clapham South, London SW12, UK",51.45265,-0.14756
597,Clapton,"Clapton, Somerset BA3, UK",51.280991,-2.514863
598,Clarbeston Road,"Clarbeston Road, Pembrokeshire SA63, UK",51.8516765,-4.8835778
599,Clarkston,"Clarkston, East Renfrewshire, UK",55.784536,-4.275812
600,Claverdon,"Claverdon, Warwickshire CV35, UK",52.283292,-1.717844
601,Claygate,"Claygate, Surrey, UK",51.360219,-0.340969
602,Cleethorpes,"Cleethorpes, North East Lincolnshire, UK",53.557378,-0.029435
603,Cleland,"Cleland, North Lanarkshire, UK",55.802886,-3.921275
604,Clifton,"Clifton, NJ, USA",40.8584328,-74.1637553
605,Clifton Down,"Clifton Down, Clifton, Bristol, City of Bristol BS8, UK",51.4645415,-2.6117432
606,Clitheroe,"Clitheroe, Lancashire BB7, UK",53.871098,-2.393083
607,Clock House,"Clock House, Beckenham, Greater London BR3, UK",51.4085838,-0.0406307
608,Clunderwen,"Clynderwen, Pembrokeshire SA66, UK",51.841588,-4.729586
609,Clydebank,"Clydebank, West Dunbartonshire, UK",55.900099,-4.404774
610,Coatbridge Central,"Coatbridge Central, Coatbridge, North Lanarkshire ML5, UK",55.8631654,-4.0323999
611,Coatdyke,"Coatdyke, Coatbridge, North Lanarkshire ML5, UK",55.8643347,-4.0049735
612,Cobham & Stoke D'abernon,"Cobham & Stoke D'Abernon, Stoke D'Abernon, Surrey KT11, UK",51.3180974,-0.3893233
613,Cockfosters,"Cockfosters, Barnet, Greater London EN4, UK",51.647851,-0.151255
614,Codsall,"Codsall, Staffordshire, UK",52.628089,-2.192079
615,Cogan,"Cogan, Penarth, Vale of Glamorgan CF64, UK",51.444097,-3.185902
616,Colchester,"Colchester, Essex, UK",51.895927,0.891874
617,Colchester Town,"Colchester, Essex, UK",51.895927,0.891874
618,Coleshill Parkway,"Coleshill Parkway, Coleshill, Warwickshire B46, UK",52.5165406,-1.7081694
